university,ouac_code,program_name,status,admission_grade,admission_date,supplemental_required
York,YMS,Statistics,Offer,80,1/12/2025,
York,YPC,Teacher Education: Science (Concurrent BEd: Chemistry),Deferred,95,12/11/2024,Yes.
York,YPK,"Computer Science (BA, iBA) - including Co-op",Offer,88,4/11/2025,
York,YSB,Biology (BSc),Offer,89,1/20/2025,
York,YSB,Biology (BSc),Offer,84,2/20/2025,
York,YSE,Earth & Atmospheric Science (BSc),Offer,93.66,12/10/2024,
York,YSE,Earth & Atmospheric Science (BSc),Offer,93.78,1/20/2025,
York,YSF,Biochemistry (BSc),Offer,90,12/4/2024,
York,YSG,Computer Science (BSc) - including Co-op,Offer,91.33,12/9/2024,
York,YSG,Computer Science (BSc) - including Co-op,Offer,92,12/11/2024,
York,YSG,"Computer Science (BSc, iBSc) - including Co-op",Offer,92.5,12/12/2024,
York,YSG,"Computer Science (BSc, iBSc) - including Co-op",Offer,93.83,12/20/2024,
York,YSG,Computer Science (BSc) - including Co-op,Offer,94.33,1/17/2025,
York,YSW,Biomedical Science - Keele Campus,Offer,93,12/11/2024,
York,YSW,"Biomedical Science (BSc, iBSc)",Offer,92,12/11/2024,
York,YSW,Biomedical Science - Keele Campus,Offer,86,12/11/2024,
York,YSW,Biomedical Sciences,Offer,88.16,2/12/2025,
York,YSW,Biomedical Sciences,Offer,88.25,2/19/2025,
York,YSW,Biomedical Sciences,Offer,84,2/20/2025,
York,YT,Engineering (BEng) - including Co-op,Offer,92,11/18/2024,
York,YT,Engineering (BEng) - including Co-op,Offer,94.6,12/9/2024,
York,YT,Engineering (BEng) - including Co-op,Offer,90.33,12/9/2024,
York,YT,Engineering (BEng) - including Co-op,Offer,95,12/10/2024,
York,YT,Engineering (BEng) - including Co-op,Offer,92,12/10/2024,
York,YT,Engineering (BEng) - including Co-op,Offer,96,12/11/2024,
York,YT,Engineering (BEng) - including Co-op,Offer,92,12/13/2024,
York,YT,Engineering (BEng) - including Co-op,Offer,91,1/17/2025,
York,YT,Engineering (BEng) - including Co-op,Offer,86.56,2/18/2025,
York,YT,Engineering (BEng) - Including Co-op,Offer,92.16,2/19/2025,
York,YUE,Political Science (BA),Offer,83,12/13/2024,
York,YVA,Neuroscience,Offer,90.25,12/11/2024,
York,YVA,Neuroscience,Offer,94,1/6/2025,
York,YYH,Glendon Campus - Psychology (BSc) / Psychologie (B.Sc.),Offer,95,12/9/2024,
York,YYQ,Ethics and Political Philosophy (BA),Offer,97,12/9/2024,
York,YYT,Glendon Campus - Communications (BA) / Communications (B.A.) (Communications (BA)/Communications (B.A.)),Offer,77,12/11/2024,
